Linhas_Details,Listings_unicos_Details,Listings_em_Mesh,Listings_em_Price_AV,Listings_em_Mesh_E_Price,Listings_em_Mesh_OU_Price,Owner_Details_em_Hosts,Owners_Details_unicos,Linhas_Price_AV,Pares_Price_AV_unicos,Linhas_Hosts,Linhas_Mesh,Linhas_VivaReal,Janelas_captura_Price_AV
4441,4441,4441,999,999,4441,3057,3057,118839,59040,4440,4441,8329,"['2025-01-06 00:00:00+00:00', '2025-01-07 00:00:00+00:00', '2025-01-20 00:00:00+00:00']"
